ICAO_Code,Airport_Name,City_Town,Country,Latitude_Decimal_Degrees,Longitude_Decimal_Degrees
FAMU,MKUZI,MKUZE,SOUTH AFRICA,-27.625999999999998,32.044000000000004
FANC,NEWCASTLE,NEWCASTLE,SOUTH AFRICA,-27.771,29.976999999999997
FANS,NELSPRUIT,NELSPRUIT,SOUTH AFRICA,-25.500999999999998,30.913
FANY,NYLSTROOM,NYLSTROOM,SOUTH AFRICA,-24.686,28.435
FAOB,OVERBERG,OVERBERG,SOUTH AFRICA,-34.555,20.25
FAOH,OUDTSHOORN,OUDTSHOORN,SOUTH AFRICA,-33.607,22.189
FAPB,PIETERSBURG INTERNATIONAL,PIETERSBURG,SOUTH AFRICA,-23.845,29.459
FAPE,PORT ELIZABETH,PORT ELIZABETH,SOUTH AFRICA,-33.985,25.616999999999997
FAPG,PLETTENBERG BAY,PLETTENBERG BAY,SOUTH AFRICA,-34.09,23.328000000000003
FAPH,PHALABORWA,PHALABORWA,SOUTH AFRICA,-23.936999999999998,31.155
FAPI,PIETERSBURG MUNI,PIETERSBURG,SOUTH AFRICA,-23.926,29.484
FAPJ,PORT ST JOHNS,PORT SAINT JOHNS,SOUTH AFRICA,-31.605999999999998,29.52
FAPM,PIETERMARITZBURG,PIETERMARITZBURG,SOUTH AFRICA,-29.649,30.399
FAPN,PILANESBERG,PILANESBERG,SOUTH AFRICA,-25.334,27.173000000000002
FAPP,POTGIETERSRUS,POTGIETERSRUS,SOUTH AFRICA,-24.23,28.984
FAPQ,POMFRET,POMFRET,SOUTH AFRICA,-25.846999999999998,23.538
FAPS,POTCHEFSTROOM,POTCHEFSTROOM,SOUTH AFRICA,-26.671,27.081999999999997
FAPY,PARYS,PARYS,SOUTH AFRICA,-26.889,27.503
FAQT,QUEENSTOWN,QUEENSTOWN,SOUTH AFRICA,-31.92,26.881999999999998
FARB,RICHARDS BAY,RICHARD'S BAY,SOUTH AFRICA,-28.741,32.092
FARG,RUSTENBURG,RUSTENBURG,SOUTH AFRICA,-25.644000000000002,27.271
FARS,ROBERTSON,ROBERTSON,SOUTH AFRICA,-33.812,19.903
FASB,SPRINGBOK,SPRINGBOK,SOUTH AFRICA,-29.689,17.939
FASC,SECUNDA,SECUNDA,SOUTH AFRICA,-26.524,29.17
FASD,SALDANHA VREDENBURG,SALDANHA,SOUTH AFRICA,-32.964,17.969
FASI,SPRINGS,SPRINGS,SOUTH AFRICA,-26.248,28.398000000000003
FASK,SWARTKOP,SWARTKOP,SOUTH AFRICA,-25.809,28.164
FASS,SISHEN,SISHEN,SOUTH AFRICA,-27.648000000000003,22.999000000000002
FASU,SACE,SACE,SOUTH AFRICA,-25.961,29.209
FASZ,SKUKUZA,SKUKUZA,SOUTH AFRICA,-24.961,31.589000000000002
FATF,TOMMYS FLD,TOMMY'S FIELD,SOUTH AFRICA,-28.26,22.993000000000002
FATH,P R MPHEPHU,THOHOYANDOU,SOUTH AFRICA,-23.079,30.383000000000003
FATN,THABA NCHU,THABA NCHU,BOPHUTHATSWANA,-29.319000000000003,26.823
FATP,NEW TEMPE,BLOEMFONTEIN,SOUTH AFRICA,-29.033,26.156999999999996
FATT,TUTUKA POWER STATION,TUTUKA,SOUTH AFRICA,-26.776,29.339000000000002
FATZ,TZANEEN,TZANEEN,SOUTH AFRICA,-23.824,30.329
FAUL,PRINCE MANGOSUTHU BUTHELEZI,ULUNDI,SOUTH AFRICA,-28.320999999999998,31.416
FAUP,UPINGTON,UPINGTON,SOUTH AFRICA,-28.401,21.261
FAUT,UMTATA,UMTATA,SOUTH AFRICA,-31.548000000000002,28.674
FAVB,VRYBURG,VRYBURG,SOUTH AFRICA,-26.982,24.729
FAVG,VIRGINIA,DURBAN,SOUTH AFRICA,-29.771,31.058000000000003
FAVP,VANDERBIJLPARK,VANDERBIJLPARK,SOUTH AFRICA,-26.691999999999997,27.778000000000002
FAVR,VREDENDAL,VREDENDAL,SOUTH AFRICA,-31.641,18.545
FAVV,VEREENIGING,VEREENIGING,SOUTH AFRICA,-26.566,27.961
FAVY,VRYHEID,VRYHEID,SOUTH AFRICA,-27.787,30.795
FAWB,WONDERBOOM,PRETORIA,SOUTH AFRICA,-25.654,28.224
FAWI,WITBANK,WITBANK,SOUTH AFRICA,-25.831999999999997,29.191999999999997
FAWK,WATERKLOOF AFB,WATERKLOOF,SOUTH AFRICA,-25.83,28.221999999999998
FAWM,WELKOM,WELKOM,SOUTH AFRICA,-27.998,26.669
FAWS,WESSELSBRON,WESSELSBRUNN,SOUTH AFRICA,-27.846999999999998,26.35
FAYP,YSTERPLAAT,YSTERPLAAT,SOUTH AFRICA,-33.9,18.498
FAZR,ZEERUST,ZEERUST,SOUTH AFRICA,-25.599,26.041999999999998
FBFT,FRANCISTOWN,FRANCISTOWN,BOTSWANA,-21.159000000000002,27.474
FBJW,JWANENG,JWANENG,BOTSWANA,-24.601999999999997,24.691
FBKE,KASANE,KASANE,BOTSWANA,-17.833,25.162
FBMN,MAUN,MAUN,BOTSWANA,-19.972,23.430999999999997
FBOR,ORAPA,ORAPA,BOTSWANA,-21.266,25.32
FBSK,SIR SERETSE KHAMA INTERNATIONAL,GABERONE,BOTSWANA,-24.555,25.918000000000003
FBSP,SELEBI PHIKWE,SELEBI-PHIKWE,BOTSWANA,-22.058000000000003,27.829
FCBB,BRAZZAVILLE MAYA MAYA,BRAZZAVILLE,CONGO,-4.252,15.253
FCOI,IMPFONDO,IMPFONDO,CONGO,1.589,18.047
FCOM,MAKOUA,MAKOUA,CONGO,-0.021,15.575
FCOO,OWANDO,OWANDO,CONGO,-0.531,15.95
FCOU,OUESSO,OUESSO,CONGO,1.6159999999999999,16.038
FCPA,MAKABANA,MAKABANA,CONGO,-3.483,12.617
FCPD,DOLISIE,LOUDIMA,CONGO,-4.208,12.661
FCPP,POINTE NOIRE,POINTE-NOIRE,CONGO,-4.813,11.886
FDMS,MATSAPHA,MANZINI,SWAZILAND,-26.529,31.308000000000003
FEFF,BANGUI M POKO,BANGUI,CENTRAL AFRICAN REP.,4.398,18.519000000000002
FEFG,BANGASSOU,BANGASSOU,CENTRAL AFRICAN REP.,4.784,22.781
FEFI,BIRAO,BIRAO,CENTRAL AFRICAN REP.,10.236,22.717
FEFM,BAMBARI,BAMBARI,CENTRAL AFRICAN REP.,5.847,20.649
FEFN,NDELE,N'DELE,CENTRAL AFRICAN REP.,8.427,20.635
FEFO,BOUAR,BOUAR,CENTRAL AFRICAN REP.,5.957999999999999,15.637
FEFR,BRIA,BRIA,CENTRAL AFRICAN REP.,6.528,21.989
FEFT,BERBERATI,BERBERATI,CENTRAL AFRICAN REP.,4.221,15.786
FEFY,YALINGA,YALINGA,CENTRAL AFRICAN REP.,45.153999999999996,-89.111
FGBT,BATA,BATA,EQUATORIAL GUINEA,1.905,9.806000000000001
FGSL,MALABO,MALABO,EQUATORIAL GUINEA,3.755,8.709
FHAW,ASCENSION AUX AF,WIDE AWAKE,ACORES,-7.968999999999999,-14.394
FIMP,SIR SEEWOOSAGUR RAMGOOLAM INTERNATIONAL,PLAISANCE,MAURITIUS,-20.43,57.683
FIMR,PLAINE CORAIL,RODRIGUEZ ISLAND,MAURITIUS,-19.758,63.361999999999995
FJDG,DIEGO GARCIA NSF,DIEGO GARCIA ISLAND,DIEGO GARCIA ISLAND,-7.313,72.411
FKKC,TIKO,TIKO,CAMEROON,4.0889999999999995,9.36
FKKD,DOUALA,DOUALA,CAMEROON,4.006,9.719
FKKI,BATOURI,BATOURI,CAMEROON,4.473,14.364
FKKL,MAROUA SALAK,MAROUA,CAMEROON,10.450999999999999,14.257
FKKM,FOUMBAN NKOUNJA,FOUMBAN,CAMEROON,5.6370000000000005,10.751
FKKN,NGAOUNDERE,N'GAOUNDERE,CAMEROON,7.357,13.559000000000001
FKKR,GAROUA,GAROUA,CAMEROON,9.336,13.37
FKKU,BAFOUSSAM,BAFOUSSAM,CAMEROON,5.537000000000001,10.354000000000001
FKKV,BAMENDA,BAMENDA,CAMEROON,6.039,10.123
FKKY,YAOUNDE,YAOUNDE,CAMEROON,3.835,11.524000000000001
FLKE,KASOMPE,KASOMPE,ZAMBIA,-12.573,27.894000000000002
FLKL,KALABO,KALABO,ZAMBIA,-14.997,22.648000000000003
FLLI,LIVINGSTONE,LIVINGSTONE,ZAMBIA,-17.822,25.822
FLLS,LUSAKA INTERNATIONAL,LUSAKA,ZAMBIA,-15.331,28.453000000000003
FLMA,MANSA,MANSA,ZAMBIA,-11.138,28.875
FLMF,MFUWE,MFUWE,ZAMBIA,-13.259,31.936
FLMG,MONGU,MONGU,ZAMBIA,-15.254000000000001,23.162
FLML,MUFULIRA,MUFULIRA,ZAMBIA,-12.565,28.299
FLND,NDOLA,NDOLA,ZAMBIA,-12.998,28.665
FLSO,SOUTHDOWNS,SOUTHDOWNS,ZAMBIA,-12.9,28.15
FLZB,ZAMBEZI,ZAMBEZI,ZAMBIA,-13.539000000000001,23.11
FMCH,MORONI HAHAIA,MORONI,COMOROS ISLANDS,-11.534,43.272
FMCI,MOHELI BANDAR ES SALAM,MOHELI,COMOROS ISLANDS,-12.298,43.766000000000005
FMCN,MORONI ICONI,MORONI,COMOROS ISLANDS,-11.710999999999999,43.244
FMCV,ANJOUAN OUANI,ANJOUAN,COMOROS ISLANDS,-12.132,44.43
FMCZ,DZAOUDZI PAMANZI,DZAOUDZI,MAYOTTE ISLAND,-12.805,45.281000000000006
FMEE,ST DENIS GILLOT,ST.-DENIS,REUNION ISLAND,-20.886999999999997,55.51
FMEP,ST PIERRE PIERREFONDS,ST.-PIERRE,REUNION ISLAND,-21.320999999999998,55.425
FMMI,ANTANANARIVO IVATO,ANTANANARIVO,MADAGASCAR,-18.797,47.479
FMMN,MIANDRIVAZO,MIANDRIVAZO,MADAGASCAR,-19.563,45.451
FMMS,SAINTE MARIE,SAINTE MARIE,MADAGASCAR,-17.094,49.816
FMMT,TOAMASINA,TOAMASINA,MADAGASCAR,-18.109,49.391999999999996
FMMV,MORONDAVA,MORONDAVA,MADAGASCAR,-20.285,44.318000000000005
FMNA,ANTSIRANANA ARRACHART,ANTSIRANANA,MADAGASCAR,-12.349,49.292
FMNC,MANANARA AVARATRA,MANANARA,MADAGASCAR,-16.164,49.773999999999994
FMND,ANDAPA,ANDAPA,MADAGASCAR,-14.652000000000001,49.621
FMNE,AMBILOBE MAHAVAVY,AMBILOBE,MADAGASCAR,-13.187999999999999,48.988
FMNH,ANTALAHA ANTSIRABATO,ANTALAHA,MADAGASCAR,-14.999,50.32
FMNL,ANALALAVA,ANALALAVA,MADAGASCAR,-14.629000000000001,47.763999999999996
FMNM,MAHAJANGA PHILIBERT TSIRANANA,MAHAJANGA,MADAGASCAR,-15.667,46.352
FMNN,NOSY BE FASCENE,NOSY-BE,MADAGASCAR,-13.312000000000001,48.31399999999999
FMNQ,BESALAMPY,BESALAMPY,MADAGASCAR,-16.742,44.481
FMNR,MAROANTSETRA,MAROANTSETRA,MADAGASCAR,-15.437000000000001,49.688
FMNS,SAMBAVA SUD,SAMBAVA,MADAGASCAR,-14.279000000000002,50.175
FMNV,VOHIMARINA,VOHEMAR,MADAGASCAR,-13.376,50.003
FMNW,ANTSOHIHY AMBALABE,ANTSOHIHY,MADAGASCAR,-14.899000000000001,47.994
FMNZ,AMPAMPAMENA,AMPAMPAMENA,MADAGASCAR,-13.485,48.633
FMSD,TOLAGNARO,TOLAGNARO,MADAGASCAR,-25.038,46.956
FMSF,FIANARANTSOA,FIANARANTSOA,MADAGASCAR,-21.441,47.111999999999995
FMSG,FARAFANGANA,FARAFANGANA,MADAGASCAR,-22.805,47.821000000000005
FMSK,MANAKARA SUD,MANAKARA,MADAGASCAR,-22.12,48.022
FMSM,MANANJARY,MANANJARY,MADAGASCAR,-21.201999999999998,48.358000000000004
FMSR,MOROMBE,MOROMBE,MADAGASCAR,-21.754,43.375
FMST,TOLIARA,TOLIARA,MADAGASCAR,-23.383000000000003,43.728
FNBC,MBANZA CONGO,M'BANZA-CONGO,ANGOLA,-6.27,14.247
FNBG,BENGUELA,BENGUELA,ANGOLA,-12.609000000000002,13.404000000000002
FNCA,CABINDA,CABINDA,ANGOLA,-5.597,12.187999999999999
FNCH,CHITATO,CHITATO,ANGOLA,-7.357,20.804000000000002
FNCX,CAMAXILO,CAMAXILO,ANGOLA,-8.374,18.924
FNCZ,CAZOMBO,CAZOMBO,ANGOLA,-11.894,22.916
FNGI,NGIVA,N'GIVA,ANGOLA,-17.045,15.687000000000001
FNHU,HUAMBO,HUAMBO,ANGOLA,-12.809000000000001,15.76
FNKU,KUITO,KUITO,ANGOLA,-12.404000000000002,16.947
FNLB,LOBITO,LOBITO,ANGOLA,-12.370999999999999,13.536
FNLU,LUANDA 4 DE FEVEREIRO,LUANDA,ANGOLA,-8.857999999999999,13.231
FNMA,MALANJE,MALANJE,ANGOLA,-9.525,16.312
FNME,MENONGUE,MENONGUE,ANGOLA,-14.658,17.72
FNMO,NAMIBE,MOCAMEDES,ANGOLA,-15.261,12.147
FNNG,NEGAGE,NEGAGE,ANGOLA,-7.754,15.287
FNPA,PORTO AMBOIM,PORTO AMBOIM,ANGOLA,-10.722000000000001,13.765
FNSA,SAURIMO,SAURIMO,ANGOLA,-9.689,20.432000000000002
FNSO,SOYO,SOYO,ANGOLA,-6.141,12.372
FNTO,TOTO,TOTO,ANGOLA,-7.147,14.248
FNUE,LUENA,LUENA,ANGOLA,-11.767999999999999,19.898
FNUG,UIGE,UIGE,ANGOLA,-7.603,15.027999999999999
FNXA,XANGONGO,XANGONGO,ANGOLA,-16.755,14.965
FOGO,OYEM,OYEM,GABON,1.541,11.581
FOGQ,OKONDJA,OKONDJA,GABON,-0.665,13.673
FOGR,LAMBARENE,LAMBARENE,GABON,-0.7040000000000001,10.245999999999999
FOOB,BITAM,BITAM,GABON,2.076,11.493
FOOD,MOANDA,MOANDA,GABON,-1.537,13.269
FOOG,PORT GENTIL,PORT GENTIL,GABON,-0.7120000000000001,8.754
FOOH,OMBOUE HOPITAL,OMBOUE HOSPIAL,GABON,-1.575,9.263
FOOK,MAKOKOU,MAKOKOU,GABON,0.579,12.890999999999998
FOOL,LIBREVILLE LEON M BA,LIBREVILLE,GABON,0.45799999999999996,9.412
FOOM,MITZIC,MITZIC,GABON,0.7759999999999999,11.552999999999999
FOON,FRANCEVILLE MVENGUE,FRANCEVILLE,GABON,-1.656,13.437999999999999
FOOR,LASTOURVILLE,LASTOURVILLE,GABON,-0.826,12.747
FOOT,TCHIBANGA,TCHIBANGA,GABON,-2.889,10.919
FPPR,PRINCIPE,PRINCIPE,SAO TOME & PRINCIPE,1.663,7.412000000000001
FPST,SAO TOME INTERNATIONAL,SAO TOME,SAO TOME & PRINCIPE,0.37799999999999995,6.712000000000001
FQBR,BEIRA,BEIRA,MOZAMBIQUE,-19.796,34.907
FQCB,CUAMBA,CUAMBA,MOZAMBIQUE,-14.82,36.532
FQCH,CHIMOIO,CHIMOIO,MOZAMBIQUE,-19.151,33.429
FQES,ESTIMA,ESTIMA,MOZAMBIQUE,-15.734000000000002,32.757
FQIN,INHAMBANE,INHAMBANE,MOZAMBIQUE,-23.875999999999998,35.408
FQLC,LICHINGA,LICHINGA,MOZAMBIQUE,-13.274000000000001,35.266
FQLU,LUMBO,LUMBO,MOZAMBIQUE,-15.033,40.672
FQMA,MAPUTO,MAPUTO,MOZAMBIQUE,-25.921,32.573
FQMD,MUEDA,MUEDA,MOZAMBIQUE,-11.673,39.563
FQMP,MOCIMBOA DA PRAIA,MOCIMBOA DA PRAIA,MOZAMBIQUE,-11.362,40.355
FQMR,MARRUPA,MARRUPA,MOZAMBIQUE,-13.225,37.552
FQNC,NACALA,NACALA,MOZAMBIQUE,-14.488,40.711999999999996
FQNP,NAMPULA,NAMPULA,MOZAMBIQUE,-15.106,39.282
FQPB,PEMBA,PEMBA,MOZAMBIQUE,-12.987,40.522
FQQL,QUELIMANE,QUELIMANE,MOZAMBIQUE,-17.855999999999998,36.869
FQSG,SONGO,SONGO,MOZAMBIQUE,-15.602,32.773
FQTT,TETE CHINGOZI,TETE,MOZAMBIQUE,-16.105,33.64
FQUG,ULONGWE,ULONGWE,MOZAMBIQUE,-14.704,34.352
FQVL,VILANKULO,VILANKULU,MOZAMBIQUE,-22.018,35.313
FSAL,ALPHONSE,ALPHONSE,SEYCHELLES,-7.005,52.726000000000006
FSDR,DESROCHES,DESROCHES,SEYCHELLES,-5.696000000000001,53.653999999999996
FSFA,FARQUHAR,FARQUHAR,SEYCHELLES,-10.109,51.176
FSIA,SEYCHELLES INTERNATIONAL,MAHE,SEYCHELLES,-4.6739999999999995,55.522
FSPP,PRASLIN,PRASLIN,SEYCHELLES,-4.319,55.691
FSSC,COETIVY,COETIVY,SEYCHELLES,-7.164,56.263999999999996
FTTA,SARH,SARH,CHAD,9.151,18.379
FTTC,ABECHE,ABECHE,CHAD,13.847000000000001,20.844
FTTD,MOUNDOU,MOUNDOU,CHAD,8.62,16.067999999999998
FTTJ,NDJAMENA,N'DJAMENA,CHAD,12.134,15.034
FTTP,PALA,PALA,CHAD,9.379,14.925999999999998
FTTY,FAYA LARGEAU,FAYA-LARGEAU,CHAD,17.917,19.111
FVBU,JOSHUA MQABUKO NKOMO INTERNATIONAL,BULAWAYO,ZIMBABWE,-20.017,28.618000000000002
FVCP,HARARE CHARLES PRINCE,HARARE,ZIMBABWE,-17.750999999999998,30.924
FVCZ,CHIREDZI BUFFALO RANGE,CHIREDZI,ZIMBABWE,-21.008000000000003,31.578000000000003
FVFA,VICTORIA FALLS INTERNATIONAL,VICTORIA FALLS,ZIMBABWE,-18.096,25.839000000000002
FVGR,MUTARE GRAND REEF,MUTARE,ZIMBABWE,-18.977,32.451
FVHA,HARARE INTERNATIONAL,HARARE,ZIMBABWE,-17.932000000000002,31.093000000000004
FVKB,KARIBA INTERNATIONAL,KARIBA,ZIMBABWE,-16.52,28.885
FVMT,MUTOKO,MUTOKO,ZIMBABWE,-17.432000000000002,32.184
FVMU,MUTARE,MUTARE,ZIMBABWE,-18.998,32.626999999999995
FVMV,MASVINGO,MASVINGO,ZIMBABWE,-20.055,30.859
FVSH,ZVISHAVANE,ZVISHAVANE,ZIMBABWE,-20.289,30.088
FVTL,GWERU THORNHILL,GWERT,ZIMBABWE,-19.437,29.862
FVWN,HWANGE NATIONAL PARK,HWANGE NATIONAL PARK,ZIMBABWE,-18.63,27.021
FVZC,ZISCO,ZISCO,ZIMBABWE,-19.029,29.721999999999998
FWCL,CHILEKA INTERNATIONAL,BLANTYRE,MALAWI,-15.679,34.974000000000004
FWKA,KARONGA,KARONGA,MALAWI,-9.953,33.893
FWKG,KASUNGU,KASUNGU,MALAWI,-13.014000000000001,33.468
FWMG,MARIANNA MUNI,MANGOCHI,MALAWI,30.838,-85.182
FWUU,MZUZU,MZUZU,MALAWI,-11.445,34.012
FXMM,MOSHOESHOE I INTERNATIONAL,MASERU,LESOTHO,-29.462,27.553
FXMU,MEJAMETALANA,MASERU,LESOTHO,-29.304000000000002,27.503
FZAA,KINSHASA NDJILI INTERNATIONAL,KINSHASA,ZAIRE,-4.386,15.444
FZAB,KINSHASA NDOLO,KINSHASA,ZAIRE,-4.325,15.328
FZAG,MUANDA,MUANDA,ZAIRE,-5.931,12.352
FZAI,KITONA BASE,KITONA BASE,ZAIRE,-5.917999999999999,12.447000000000001
FZAM,MATADI TSHIMPI,MATADI,ZAIRE,-5.7989999999999995,13.440999999999999
FZBO,BANDUNDU,BANDOUNDU,ZAIRE,-3.3110000000000004,17.382
FZCA,KIKWIT,KIKWIT,ZAIRE,-5.0360000000000005,18.785999999999998
FZEA,MBANDAKA,MBANDAKA,ZAIRE,0.022000000000000002,18.289
FZFD,GBADOLITE,GBADOLITE,ZAIRE,4.253,20.975
FZFK,GEMENA,GEMENA,ZAIRE,3.235,19.771
FZFP,KOTAKOLI,KOTAKOLI,ZAIRE,4.158,21.651
FZGA,LISALA,LISALA,ZAIRE,2.171,21.497
FZIA,KISANGANI SIMISINI,KISANGANI,ZAIRE,0.518,25.155
FZJH,ISIRO MATARI,ISIRO,ZAIRE,2.827,27.588
FZKA,BUNIA,BUNIA,ZAIRE,1.5659999999999998,30.221
FZKJ,BUTA ZEGA,BUTA ZEGA,ZAIRE,2.818,24.794
FZMA,BUKAVU KAVUMU,BUKAVU/KAVUMU,ZAIRE,-2.309,28.809
FZNA,GOMA,GOMA,ZAIRE,-1.671,29.238000000000003
FZOA,KINDU,KINDU,ZAIRE,-2.9189999999999996,25.915
FZQA,LUBUMBASHI INTERNATIONAL,LUBUMASHI,ZAIRE,-11.591,27.531
FZQM,KOLWEZI,KOLWEZI,ZAIRE,-10.765999999999998,25.506
FZRF,KALEMIE,KALEMIE,ZAIRE,-5.876,29.25
FZSA,KAMINA BASE,KAMINA BASE,ZAIRE,-8.642000000000001,25.253
FZTL,LUENA,LUENA,ZAIRE,-9.469,25.759
FZUA,KANANGA,KANANGA,ZAIRE,-5.9,22.469
FZWA,MBUJI MAYI,MBUJI-MAYI,ZAIRE,-6.121,23.569000000000003
GABS,BAMAKO SENOU,BAMAKO,MALI,12.533,-7.95
GAGO,GAO,GAO,MALI,16.248,-0.005
GAKY,KAYES,KAYES,MALI,14.431,-11.439
GAMB,MOPTI AMBODEDJO,MOPTI,MALI,14.513,-4.079
GANR,NIORO,NIORO,MALI,15.239,-9.576
GATB,TOMBOUCTOU,TOMBOUCTOU,MALI,16.73,-3.0069999999999997
GATS,TESSALIT,TESSALIT,MALI,20.246,0.981
GBYD,BANJUL INTERNATIONAL,BANJUL,GAMBIA,13.338,-16.652
GCFV,FUERTEVENTURA,FUERTEVENTURA,CANARY ISLANDS,28.453000000000003,-13.864
GCHI,HIERRO,HIERRO,CANARY ISLANDS,27.815,-17.887
GCLA,LA PALMA,SANTA CRUZ DE LA PALMA,SPAIN,28.625999999999998,-17.756
GCLP,GRAN CANARIA,GRAN CANARIA,CANARY ISLANDS,27.932,-15.386
GCRR,LANZAROTE,LANZEROTE,CANARY ISLANDS,28.945,-13.605
GCTS,TENERIFE SUR,TENERIFE,CANARY ISLANDS,28.044,-16.572
GCXO,TENERIFE NORTE,TENERIFE,CANARY ISLANDS,28.482,-16.340999999999998
GEML,MELILLA,MELILLA,SPANISH NORTH AFRICA,35.28,-2.9560000000000004
GFHA,HASTINGS,HASTINGS,SIERRA LEONE,8.394,-13.128
GFLL,FREETOWN LUNGI,FREETOWN,SIERRA LEONE,8.616,-13.195
GGCF,CUFAR,CUFAR,GUINEA BISSAU,11.288,-15.181
GGOV,BISSAU OSWALDO VIEIRA INTERNATIONAL,BISSAU,GUINEA BISSAU,11.895,-15.654000000000002
GLMR,MONROVIA SPRIGGS PAYNE,MONROVIA,LIBERIA,6.289,-10.759
GLRB,MONROVIA ROBERTS INTERNATIONAL,MONROVIA,LIBERIA,6.234,-10.362
GMAA,INEZGANE,AGADIR,MOROCCO,30.381,-9.546
GMAT,PLAGE BLANCHE,TAN TAN,MOROCCO,28.448,-11.161
GMFF,SAISS,FEZ,MOROCCO,33.927,-4.978
GMFI,IFRANE,IFRANE,MOROCCO,33.505,-5.153
GMFK,MOULAY ALI CHERIF,ER-RACHIDIA,MOROCCO,31.949,-4.401
GMFM,BASSATINE,MEKNES,MOROCCO,33.879,-5.515
GMFN,TAOUIMA,NADOR,MOROCCO,35.153,-2.92
GMFO,ANGADS,OUJDA,MOROCCO,34.787,-1.9240000000000002
GMMC,ANFA,CASABLANCA,MOROCCO,33.553000000000004,-7.6610000000000005
GMME,SALE,RABAT,MOROCCO,34.051,-6.751
GMMF,SIDI IFNI,SIDI IFINI,MOROCCO,29.369,-10.18
GMMI,ESSAOUIRA,ESSADOUIRA,MOROCCO,31.404,-9.685
GMMN,MOHAMMED V,CASABLANCA,MOROCCO,33.368,-7.587999999999999
GMMX,MENARA,MARRAKECH,MOROCCO,31.607,-8.036
GMMY,KENITRA,KENTIRA,MOROCCO,34.299,-6.596
GMMZ,OUARZAZATE,OUARZAZATE,MOROCCO,30.939,-6.909
GMTA,CHERIF EL IDRISSI,AL HOCIEMA,MOROCCO,35.177,-3.839
GMTN,SANIAT RMEL,TETOUAN,MOROCCO,35.594,-5.32
GMTT,IBN BATOUTA,TANGER,MOROCCO,35.727,-5.917000000000001
GOGG,ZIGUINCHOR,ZIGUINCHOR,SENEGAL,12.556,-16.282
GOGK,KOLDA,KOLDA,SENEGAL,12.88,-14.955
GOGS,CAP SKIRING,CAP SKIRING,SENEGAL,12.41,-16.746
GOOK,KAOLACK,KAOLACK,SENEGAL,14.147,-16.051
GOOY,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49
GOSS,SAINT LOUIS,ST. LOUIS,SENEGAL,16.05,-16.461
GOTB,BAKEL,BAKEL,SENEGAL,14.847000000000001,-12.468
GOTK,KEDOUGOU,KEDOUGOU,SENEGAL,12.572000000000001,-12.22
GOTT,TAMBACOUNDA,TAMBACOUNDA,SENEGAL,13.737,-13.652999999999999
GQNA,AIOUN EL ATROUSS,AIOUN EL ATROUSS,MAURITANIA,16.711,-9.638
GQND,TIDJIKJA,TIDJIKJA,MAURITANIA,18.57,-11.423
GQNF,KIFFA,KIFFA,MAURITANIA,16.59,-11.405999999999999
GQNI,NEMA,NEMA,MAURITANIA,16.622,-7.314
GQNK,KAEDI,KAEDI,MAURITANIA,16.159000000000002,-13.508
GQNN,NOUAKCHOTT,NOUAKSCHOTT,MAURITANIA,18.098,-15.948
GQNS,SELIBADY,SELIBABI,MAURITANIA,15.179,-12.207
GQPA,ATAR,ATAR,MAURITANIA,20.506999999999998,-13.043
GQPP,NOUADHIBOU,NOUADHIBOU,MAURITANIA,20.928,-17.031
GQPT,BIR MOGHREIN,BIR MOGHREIN,MAURITANIA,25.237,-11.589
GUFA,FRIA,FIRA,GUINEA,10.350999999999999,-13.569
GUFH,FARANAH,FARANAH,GUINEA,10.036,-10.77
GULB,LABE,LABE,GUINEA,11.325999999999999,-12.287
GUMA,MACENTA,MACENTA,GUINEA,8.481,-9.526
GUNZ,NZEREKORE,N'ZEREKORE,GUINEA,7.806,-8.702
GVAC,AMILCAR CABRAL INTERNATIONAL,AMILCAR CABRAL,CAPE VERDE ISLANDS,16.741,-22.949
GVBA,RABIL,BOA VISTA,CAPE VERDE ISLANDS,16.137,-22.889
GVFM,FRANCISCO MENDES,FRANCISCO MENDEZ,CAPE VERDE ISLANDS,14.924000000000001,-23.493000000000002
GVMA,MAIO,MAIO,CAPE VERDE ISLANDS,15.155999999999999,-23.214000000000002
GVSN,PREGUICA,SAO NOCOLAU ISLAND,CAPE VERDE ISLANDS,16.588,-24.284000000000002
GVSV,SAO PEDRO,SAO VICENTE ISLAND,CAPE VERDE ISLANDS,16.834,-25.057
HAAB,BOLE INTERNATIONAL,ADDIS ABABA,ETHIOPIA,8.977,38.8
HAAL,LIDETA,ADDIS ABABA,ETHIOPIA,9.004,38.726
HABD,BAHIR DAR,BAHAR DAR,ETHIOPIA,11.607999999999999,37.321
HADR,ABA TENNA DEJAZMATCH YILMA INTERNATIONAL,DIRE DAWA,ETHIOPIA,9.625,41.854
HAGM,GAMBELLA,GAMBELLA,ETHIOPIA,8.128,34.563
HAGN,GONDER,GONDAR,ETHIOPIA,12.517999999999999,37.431999999999995
HAHM,HARAR MEDA,DEBRE ZEIT,ETHIOPIA,8.716000000000001,39.008
HAJM,ABA SEGUD,JIMMA,ETHIOPIA,7.666,36.816
HALL,LALIBELLA,LALIBELLA,ETHIOPIA,11.975,38.98
HAMK,MEKELE,MAKALE,ETHIOPIA,13.467,39.533
HBBA,BUJUMBURA INTERNATIONAL,BUJUMBURA,BURUNDI,-3.324,29.318
