ICAO_Code,Airport_Name,City_Town,Country,Latitude_Decimal_Degrees,Longitude_Decimal_Degrees
MMSD,LOS CABOS INTERNATIONAL,SAN JOSE DEL CABO,MEXICO,23.151999999999997,-109.721
MMSF,SAN FELIPE,SAN FILIPE,MEXICO,30.93,-114.809
MMSP,PONCIANO ARRIAGA INTERNATIONAL,SAN LUIS POTOSI,MEXICO,22.254,-100.931
MMTA,TLAXCALA,TLAXCALA,MEXICO,19.535999999999998,-98.17299999999999
MMTC,TORREON INTERNATIONAL,TORREON,MEXICO,25.568,-103.411
MMTG,FRANCISCO SARABIA,TUXTLA GUTIERREZ,MEXICO,16.769000000000002,-93.34100000000001
MMTJ,GENERAL ABELARDO L RODRIGUEZ INTERNATIONAL,TIJUANA,MEXICO,32.541,-116.97
MMTM,GENERAL FRANCISCO JAVIER MINA INTERNATIONAL,TAMPICO,MEXICO,22.296,-97.866
MMTN,TAMUIN,TAMUIN,MEXICO,22.038,-98.806
MMTO,LICENCIADO ADOLFO LOPEZ MATEOS INTERNATIONAL,TOLUCA,MEXICO,19.337,-99.566
MMTP,TAPACHULA INTERNATIONAL,TAPACHULA,MEXICO,14.794,-92.37
MMTX,ZAPOTILTIC,TUXPAN,MEXICO,19.598,-103.37200000000001
MMUN,CANCUN INTERNATIONAL,CANCUN,MEXICO,21.035999999999998,-86.87700000000001
MMVA,C P A CARLOS ROVIROSA INTERNATIONAL,VILLAHERMOSA,MEXICO,17.997,-92.81700000000001
MMVR,GENERAL HERIBERTO JARA INTERNATIONAL,VERA CRUZ,MEXICO,19.145,-96.18700000000001
MMZC,GENERAL LEOBARDO C RUIZ INTERNATIONAL,ZACATECAS,MEXICO,22.897,-102.68700000000001
MMZH,IXTAPA ZIHUATANEJO INTERNATIONAL,ZIHUATANEJO,MEXICO,17.601,-101.46
MMZM,ZAMORA,ZAMORA,MEXICO,20.045,-102.27600000000001
MMZO,PLAYA DE ORO INTERNATIONAL,MANZANILLO,MEXICO,19.145,-104.559
MMZP,ZAPOPAN,ZAPOPAN,MEXICO,20.756,-103.465
MNBL,BLUEFIELDS,BLUEFIELDS,NICARAGUA,11.989,-83.774
MNBR,LOS BRASILES,LOS BRASILES,NICARAGUA,12.189,-86.354
MNLN,FANOR URROZ,LEON,NICARAGUA,12.427999999999999,-86.902
MNMG,MANAGUA INTERNATIONAL,MANAGUA,NICARAGUA,12.140999999999998,-86.16799999999999
MNPC,PUERTO CABEZAS,PUERTO CABEZAS,NICARAGUA,14.047,-83.387
MPBO,BOCAS DEL TORO,BOCAS DEL TORO,PANAMA,9.341000000000001,-82.251
MPCH,CAP MANUEL NINO INTERNATIONAL,CHANGUINOLA,PANAMA,9.459,-82.51700000000001
MPDA,ENRIQUE MALEK INTERNATIONAL,DAVID,PANAMA,8.391,-82.435
MPHO,HOWARD AFB,HOWARD,PANAMA,8.914,-79.59899999999999
MPJE,JAQUE,JAQUE,PANAMA,7.517,-78.157
MPLP,CAP RAMON XATRUCH,LA PALMA,PANAMA,8.407,-78.142
MPMG,MARCOS A GELABERT INTERNATIONAL,PANAMA,PANAMA,8.972999999999999,-79.556
MPSA,RUBEN CANTU,SANTIAGO,PANAMA,8.086,-80.945
MPTO,TOCUMEN INTERNATIONAL,PANAMA CITY,PANAMA,9.071,-79.383
MRBA,BUENOS AIRES,BUENOS AIRES,COSTA RICA,9.167,-83.33200000000001
MRBC,BARRA DEL COLORADO,BARRA DEL COLORADO,COSTA RICA,10.769,-83.586
MRCC,COTO 47,COTO 47,COSTA RICA,8.601,-82.97
MRCV,CABO VELAS,CABO VELAS,COSTA RICA,10.356,-85.853
MREC,EL CARMEN,EL CARMEN,COSTA RICA,10.202,-83.47200000000001
MRFI,NUEVO PALMAR SUR,FINCA 10,COSTA RICA,8.916,-83.507
MRFS,FINCA 63,FINCA 63,COSTA RICA,8.652000000000001,-83.065
MRGF,GOLFITO,GOLFITO,COSTA RICA,8.654,-83.182
MRGP,GUAPILES,GUAPILES,COSTA RICA,10.217,-83.795
MRLB,DANIEL ODUBER QUIROS INTERNATIONAL,LIBERIA,COSTA RICA,10.593,-85.544
MRLC,LOS CHILES,LOS CHILES,COSTA RICA,11.035,-84.706
MRLM,LIMON INTERNATIONAL,LIMON,COSTA RICA,9.958,-83.022
MRNS,NOSARA,NOSARA BEACH,COSTA RICA,9.976,-85.65299999999999
MROC,JUAN SANTAMARIA INTERNATIONAL,SAN JOSE,COSTA RICA,9.994,-84.209
MRPD,PANDORA,PANDORA,COSTA RICA,9.732000000000001,-82.98299999999999
MRPM,PALMAR SUR,PALMAR SUR,COSTA RICA,8.951,-83.46799999999999
MRPV,TOBIAS BOLANOS INTERNATIONAL,SAN JOSE,COSTA RICA,9.957,-84.14200000000001
MRQP,QUEPOS MANAGUA,QUEPOS,COSTA RICA,9.443,-84.13
MRSG,SANTA CLARA DE GUAPILES,SANTA CLARA,COSTA RICA,10.288,-83.714
MRSV,SAN VITO DE JAVA,SAN VITO DE JABA,COSTA RICA,8.826,-82.959
MSLP,EL SALVADOR INTERNATIONAL,SAN SALVADOR,EL SALVADOR,13.440999999999999,-89.056
MSSS,ILOPANGO INTERNATIONAL,SAN SALVADOR,EL SALVADOR,13.7,-89.12
MTCH,CAP HAITIEN,CAP HAITIEN,HAITI,19.732,-72.195
MTPP,PORT AU PRINCE INTERNATIONAL,PORT-AU-PRINCE,HAITI,18.58,-72.293
MUBA,GUSTAVO RIZO,BARACOA PLAYA,CUBA,20.366,-74.506
MUBY,CARLOS MANUEL DE CESPEDES,BAYAMO,CUBA,20.396,-76.62100000000001
MUCA,MAXIMO GOMEZ,CIEGO DE AVILA,CUBA,22.026999999999997,-78.789
MUCB,CAIBARIEN,CAIBARIEN,CUBA,22.506,-79.47
MUCC,JARDINES DEL RAY,CUNAGUA,CUBA,22.461,-78.329
MUCF,JAIME GONZALEZ,CIENFUEGOS,CUBA,22.15,-80.414
MUCL,VILO ACUNA,CAYO,CUBA,21.616,-81.546
MUCM,IGNACIO AGRAMONTE INTERNATIONAL,CAMAGUEY,CUBA,21.42,-77.847
MUCU,ANTONIO MACEO INTERNATIONAL,SANTIAGO DE CUBA,CUBA,19.97,-75.836
MUFL,FLORIDA,FLORIDA,CUBA,21.5,-78.203
MUGM,GUANTANAMO BAY NS,GUANTANAMO,CUBA,19.906,-75.207
MUGT,MARIANA GRAJALES,GUANTANAMO,CUBA,20.085,-75.158
MUHA,JOSE MARTI INTERNATIONAL,HAVANA,CUBA,22.989,-82.40899999999999
MUHG,FRANK PAIS,HOLGUIN,CUBA,20.785999999999998,-76.315
MULM,LA COLOMA,LA COLOMA,CUBA,22.336,-83.64200000000001
MUMG,MANAGUA,MANAGUA,CUBA,22.97,-82.275
MUML,MARIEL,MARIEL,CUBA,23.006999999999998,-82.76700000000001
MUMO,ORESTES ACOSTA,MOA,CUBA,20.654,-74.922
MUMZ,SIERRA MAESTRA,MANZANILLO,CUBA,20.288,-77.089
MUNC,NICARO,NICARO,CUBA,20.689,-75.531
MUNG,RAFAEL PEREZ,NUEVA GERONA,CUBA,21.835,-82.78399999999999
MUPB,PLAYA BARACOA,BARACOA PLAYA,CUBA,23.033,-82.579
MUPR,PINAR DEL RIO,PINAR DEL RIO NORTE,CUBA,22.421,-83.678
MUSA,SAN ANTONIO DE LOS BANOS,SAN ANTONIO DE BANOS,CUBA,22.871,-82.509
MUSC,ABEL SANTAMARIA,SANTA CLARA,CUBA,22.491999999999997,-79.944
MUSJ,SAN JULIAN,SAN JULIAN,CUBA,22.095,-84.152
MUSL,ROBERTO YAGUERO,SANTA LUCIA,CUBA,21.509,-77.017
MUSN,SIGUANEA,SIGUANEA,CUBA,21.642,-82.955
MUSS,SANCTI SPIRITUS,SANCTI SPIRITUS,CUBA,21.971,-79.442
MUTD,ALBERTO DELGADO,TRINIDAD,CUBA,21.788,-79.997
MUVR,JUAN GUALBERTO GOMEZ INTERNATIONAL,VARADERO,CUBA,23.034000000000002,-81.435
MUVT,HERMANOS AMEIJEIRAS,LAS TUNAS,CUBA,20.988000000000003,-76.936
MWCB,GERRARD SMITH INTERNATIONAL,CAYMAN BARAC,CAYMAN ISLANDS,19.687,-79.883
MWCR,OWEN ROBERTS INTERNATIONAL,GEORGETOWN,CAYMAN ISLANDS,19.293,-81.357
MYAB,CLARENCE A BAIN,CLARENCE BAIN,BAHAMAS,24.288,-77.684
MYAF,ANDROS TOWN,ANDROS TOWN,BAHAMAS,24.698,-77.796
MYAK,CONGO TOWN,CONGO TOWN,BAHAMAS,24.159000000000002,-77.59
MYAM,MARSH HARBOUR,MARSH HARBOR,BAHAMAS,26.511,-77.083
MYAN,SAN ANDROS,SAN ANDROS,BAHAMAS,25.054000000000002,-78.04899999999999
MYAP,SPRING POINT,SPRING POINT,BAHAMAS,22.441999999999997,-73.971
MYAS,SANDY POINT,SANDY POINT,BAHAMAS,26.004,-77.395
MYAT,TREASURE CAY,TREASURE CAY,BAHAMAS,26.745,-77.391
MYBC,CHUB CAY,CHUB CAY,BAHAMAS,25.416999999999998,-77.881
MYBG,GREAT HARBOUR CAY,BULLOCKS HARBOUR,BAHAMAS,25.738000000000003,-77.84
MYBS,SOUTH BIMINI,ALICE TOWN,BAHAMAS,25.7,-79.264
MYCA,ARTHURS TOWN,ARTHUR'S TOWN,BAHAMAS,24.629,-75.67399999999999
MYCB,NEW BIGHT,NEW BIGHT,BAHAMAS,24.315,-75.454
MYCI,COLONEL HILL,COLONEL HILL,BAHAMAS,22.746,-74.182
MYEF,EXUMA INTERNATIONAL,GREAT EXUMA,BAHAMAS,23.563000000000002,-75.878
MYEH,NORTH ELEUTHERA,NORTH ELEUTHERA,BAHAMAS,25.476,-76.681
MYEM,GOVERNORS HARBOUR,GOVERNOR'S HARBOR,BAHAMAS,25.284000000000002,-76.331
MYEN,NORMANS CAY,NORMAN'S CAY,BAHAMAS,24.594,-76.832
MYER,ROCK SOUND,ROCK SOUND,BAHAMAS,24.892,-76.178
MYES,STANIEL CAY,STANIEL CAY,BAHAMAS,24.169,-76.439
MYGF,GRAND BAHAMA INTERNATIONAL,FREEPORT,BAHAMAS,26.559,-78.695
MYGW,WEST END,WEST END,BAHAMAS,26.686,-78.97800000000001
MYIG,MATTHEW TOWN,MATTHEW TOWN,BAHAMAS,20.975,-73.667
MYLD,DEADMANS CAY,DEAD MAN'S CAY,BAHAMAS,23.179000000000002,-75.093
MYLS,STELLA MARIS,STELLA MARIS,BAHAMAS,23.583000000000002,-75.26899999999999
MYMM,MAYAGUANA,MAYAGUANA,BAHAMAS,22.379,-73.013
MYNN,NASSAU INTERNATIONAL,NASSAU,BAHAMAS,25.039,-77.46600000000001
MYRD,DUNCAN TOWN,DUNCAN TOWN,BAHAMAS,22.182,-75.729
MYSM,SAN SALVADOR,COCKBURN TOWN,BAHAMAS,24.063000000000002,-74.524
MZBZ,PHILIP S W GOLDSON INTERNATIONAL,BELIZE CITY,BELIZE,17.539,-88.30799999999999
NCAI,AITUTAKI,AITUTAKI,COOK ISLANDS,-18.825,-159.774
NCRG,RAROTONGA INTERNATIONAL,AVARUA,COOK ISLANDS,-21.203000000000003,-159.806
NFFN,NADI INTERNATIONAL,NANDI,FIJI,-17.754,177.44299999999998
NFNA,NAUSORI INTERNATIONAL,NAUSORI,FIJI,-18.043,178.55900000000003
NFNL,LABASA,LAMBASA,FIJI,-16.467,179.34
NFTF,FUA AMOTU INTERNATIONAL,TONGATAPU,TONGA,-21.241,-175.15
NFTL,HAAPAI,HA'APAI,TONGA,-19.777,-174.34099999999998
NFTV,VAVAU INTERNATIONAL,VAVA'U,TONGA,-18.585,-173.963
NGFU,FUNAFUTI INTERNATIONAL AIRPORT,FUNAFUTI,TUVALU ISLAND,-8.517000000000001,179.217
NGTA,BONRIKI INTERNATIONAL,TARAWA,KIRIBATI,1.381,173.14700000000002
NGTE,TABITEUEA NORTH,TABITEUEA NORTH,KIRIBATI,-1.224,174.77599999999998
NIUE,NIUE INTERNATIONAL,ALOFI,NEW ZEALAND,-19.08,-169.926
NLWW,HIHIFO,WALLIS,WALLIS & FUTUNA,-13.238,-176.199
NSFA,FALEOLO INTERNATIONAL,FALEOLO,SAMOA,-13.83,-172.00799999999998
NSTU,PAGO PAGO INTERNATIONAL,PAGO PAGO,SAMOA,-14.331,-170.71
NTAR,RURUTU,RURUTU,FRENCH POLYNESIA,-22.434,-151.361
NTAT,TUBUAI,TUBUAI,FRENCH POLYNESIA,-23.365,-149.524
NTGA,ANAA,ANAA,FRENCH POLYNESIA,-17.352999999999998,-145.51
NTGB,FANGATAU,FANGATAU,FRENCH POLYNESIA,-15.82,-140.887
NTGC,TIKEHAU,TIKEHAU,FRENCH POLYNESIA,-15.119000000000002,-148.231
NTGE,REAO,REAO,FRENCH POLYNESIA,-18.465999999999998,-136.439
NTGF,FAKARAVA,FAKARAVA,FRENCH POLYNESIA,-16.054000000000002,-145.657
NTGI,MANIHI,MANIHI,FRENCH POLYNESIA,-14.437000000000001,-146.07
NTGJ,TOTEGEGIE,TOTEGEGIE,FRENCH POLYNESIA,-23.08,-134.89
NTGK,KAUKURA,KAUKURA ATOLL,TUAMOTU ISLANDS,-15.663,-146.885
NTGM,MAKEMO,MAKEMO,FRENCH POLYNESIA,-16.585,-143.657
NTGN,NAPUKA,NAPUKA ISLAND,FRENCH POLYNESIA,-14.177,-141.267
NTGP,PUKA PUKA,PUKA PUKA,FRENCH POLYNESIA,-14.809000000000001,-138.813
NTGT,TAKAPOTO,TAKAPOTO,FRENCH POLYNESIA,-14.712,-145.253
NTGU,ARUTUA,ARUTUA,TUAMOTU ISLANDS,-15.248,-146.616
NTGV,MATAIVA,MATAIVA,FRENCH POLYNESIA,-14.868,-148.717
NTGY,TUREIA,TUREIA,FRENCH POLYNESIA,-20.783,-138.56799999999998
NTKR,TAKAROA,TAKAROA,FRENCH POLYNESIA,-14.456,-145.024
NTMD,NUKU HIVA,NUKU HIVA,FRENCH POLYNESIA,-8.796,-140.22899999999998
NTMN,ATUONA,HIVA-OA,FRENCH POLYNESIA,-9.769,-139.011
NTTB,BORA BORA,BORA BORA,FRENCH POLYNESIA,-16.444000000000003,-151.751
NTTG,RANGIROA,RANGIROA,FRENCH POLYNESIA,-14.954,-147.661
NTTH,HUAHINE,HUAHINE ISLAND,FRENCH POLYNESIA,-16.687,-151.02200000000002
NTTM,TEMAE,MOOREA,FRENCH POLYNESIA,-17.49,-149.762
NTTO,HAO,HAO ISLAND,TUAMOTU ISLANDS,-18.075,-140.946
NTTP,MAUPITI,MAUPITI,FRENCH POLYNESIA,-16.426,-152.244
NTTR,UTUROA,RAIATEA ISLAND,FRENCH POLYNESIA,-16.723,-151.466
NTTX,MURUROA ATOLL,MURUROA,FRENCH POLYNESIA,-21.808000000000003,-138.79399999999998
NVSS,SANTO PEKOA INTERNATIONAL,SANTO,VANUATU,-15.501,167.222
NVVV,PORT VILA BAUERFIELD,PORT-VILA,VANUATU,-17.699,168.32
NWWD,KONE,KONE,NEW CALEDONIA,-21.053,164.838
NWWK,KOUMAC,KOUMAC,NEW CALEDONIA,-20.546,164.25599999999997
NWWL,OUANAHAM,LIFOU,NEW CALEDONIA,-20.775,167.24
NWWM,NOUMEA MAGENTA,NOUMEA,NEW CALEDONIA,-22.258000000000003,166.47299999999998
NWWR,LA ROCHE,MARE,NEW CALEDONIA,-21.482,168.037
NWWU,TOUHO,TOUHO,NEW CALEDONIA,-20.791,165.25900000000001
NWWV,OUVEA OULOUP,OUVEA,NEW CALEDONIA,-20.641,166.57299999999998
NWWW,LA TONTOUTA,NOUMEA,NEW CALEDONIA,-22.014,166.213
NZAA,AUCKLAND INTERNATIONAL,AUCKLAND,NEW ZEALAND,-37.008,174.792
NZAP,TAUPO,TAUPO,NEW ZEALAND,-38.74,176.084
NZAR,ARDMORE,ARDMORE,NEW ZEALAND,-37.03,174.97299999999998
NZCH,CHRISTCHURCH INTERNATIONAL,CHRISTCHURCH,NEW ZEALAND,-43.489,172.532
NZCI,CHATHAM ISLANDS,CHATHAM ISLAND,NEW ZEALAND,-43.81,-176.457
NZDN,DUNEDIN,DUNEDIN,NEW ZEALAND,-45.928000000000004,170.19799999999998
NZGS,GISBORNE,GISBORNE,NEW ZEALAND,-38.663000000000004,177.97799999999998
NZGT,GLENTANNER,GLENTANNER,NEW ZEALAND,-43.907,170.128
NZHK,HOKITIKA,HOKITIKA,NEW ZEALAND,-42.714,170.985
NZHN,HAMILTON,HAMILTON,NEW ZEALAND,-37.866,175.332
NZHS,HASTINGS,HASTINGS,NEW ZEALAND,-39.647,176.767
NZKK,KERIKERI,KERIKERI,NEW ZEALAND,-35.263000000000005,173.912
NZKT,KAITAIA,KAITAIA,NEW ZEALAND,-35.07,173.285
NZLX,ALEXANDRA,ALEXANDRA,NEW ZEALAND,-45.211999999999996,169.373
NZMC,MOUNT COOK,MOUNT COOK,NEW ZEALAND,-43.765,170.13299999999998
NZMO,MANAPOURI,MANAPOURI,NEW ZEALAND,-45.533,167.65
NZMS,MASTERTON,MASTERTON,NEW ZEALAND,-40.973,175.63400000000001
NZNP,NEW PLYMOUTH,NEW PLYMOUTH,NEW ZEALAND,-39.009,174.179
NZNS,NELSON,NELSON,NEW ZEALAND,-41.298,173.22099999999998
NZNV,INVERCARGILL,INVERCARGILL,NEW ZEALAND,-46.412,168.313
NZOH,OHAKEA,OHAKEA,NEW ZEALAND,-40.205999999999996,175.388
NZOU,OAMARU,OAMARU,NEW ZEALAND,-44.97,171.082
NZPM,PALMERSTON NORTH,PALMERSTON NORTH,NEW ZEALAND,-40.321,175.61700000000002
NZPP,PARAPARAUMU,PARAPARAUMU,NEW ZEALAND,-40.905,174.989
NZQN,QUEENSTOWN,QUEENSTOWN INTERNATIONAL,NEW ZEALAND,-45.021,168.739
NZRO,ROTORUA,ROTORUA,NEW ZEALAND,-38.109,176.317
NZRU,WAIOURU,WAIOURU,NEW ZEALAND,-39.446,175.658
NZSP,SOUTH POLE STATION,STEPHEN'S ISLAND,NEW ZEALAND,-90.0,0.0
NZTG,TAURANGA,TAURANGA,NEW ZEALAND,-37.672,176.196
NZTU,TIMARU,TIMARU,NEW ZEALAND,-44.303000000000004,171.225
NZUK,PUKAKI,PUKAKI,NEW ZEALAND,-44.235,170.118
NZWB,WOODBOURNE,WOODBOURNE,NEW ZEALAND,-41.518,173.87
NZWD,MCMURDO STATION,WEYDON,NEW ZEALAND,-77.883,166.65
NZWF,WANAKA,WANAKA,NEW ZEALAND,-44.725,169.243
NZWG,WIGRAM,WIGRAM,NEW ZEALAND,-43.551,172.553
NZWK,WHAKATANE,WHAKATANE,NEW ZEALAND,-37.921,176.91400000000002
NZWN,WELLINGTON INTERNATIONAL,WELLINGTON,NEW ZEALAND,-41.327,174.805
NZWO,WAIROA,WAIROA,NEW ZEALAND,-39.007,177.407
NZWP,WHENUAPAI,WHENUAPAI,NEW ZEALAND,-36.788000000000004,174.63
NZWR,WHANGAREI,WHANGAREI,NEW ZEALAND,-35.768,174.365
NZWS,WESTPORT,WESTPORT,NEW ZEALAND,-41.738,171.581
NZWU,WANGANUI,WANGANUI,NEW ZEALAND,-39.961999999999996,175.025
OAHR,HERAT,HERAT,AFGHANISTAN,34.21,62.228
OAJL,JALALABAD,JALALABAD,AFGHANISTAN,34.399,70.499
OAKB,KABUL INTERNATIONAL,KABUL,AFGHANISTAN,34.566,69.212
OAKN,KANDAHAR,KANDAHAR,AFGHANISTAN,31.506,65.848
OAMN,MAIMANA,MAIMAMA,AFGHANISTAN,35.934,64.759
OAMS,MAZAR I SHARIF,MAZAR-I-SHARIF,AFGHANISTAN,36.707,67.209
OASD,SHINDAND,SHINDAND,AFGHANISTAN,33.391,62.261
OASG,SHEBERGHAN,SHEBERGHAN,AFGHANISTAN,36.75,65.91199999999999
OATQ,TALULQAN,TALUQAN,AFGHANISTAN,36.775,69.532
OAUZ,KUNDUZ,KUNDUZ,AFGHANISTAN,36.665,68.911
OBBI,BAHRAIN INTERNATIONAL,BAHRAIN,BAHRAIN,26.271,50.63399999999999
OBBS,SHAIKH ISA,BAHRAIN,BAHRAIN,25.918000000000003,50.591
OEAB,ABHA,ABHA,SAUDI ARABIA,18.24,42.656000000000006
OEAH,AL AHSA,AL-AHSA,SAUDI ARABIA,25.284000000000002,49.486000000000004
OEBA,AL BAHA,EL-BAHA,SAUDI ARABIA,20.296,41.63399999999999
OEBH,BISHA,BISHA,SAUDI ARABIA,19.984,42.623000000000005
OEBQ,ABQAIQ,ABQAIQ,SAUDI ARABIA,25.910999999999998,49.591
OEDF,KING FAHD INTERNATIONAL,DAMMAM,SAUDI ARABIA,26.471,49.798
OEDR,KING ABDULAZIZ AB,DHAHRAN,SAUDI ARABIA,26.265,50.152
OEGN,JAZAN,GIZAN,SAUDI ARABIA,16.901,42.586000000000006
OEGS,GASSIM,GASSIM,SAUDI ARABIA,26.303,43.773999999999994
OEGT,GURIAT,GURIAT,SAUDI ARABIA,31.410999999999998,37.279
OEHL,HAIL,HAIL,SAUDI ARABIA,27.438000000000002,41.68600000000001
OEJB,JUBAIL,JUBAIL,SAUDI ARABIA,27.039,49.405
OEJF,KING FAISAL NAVAL BASE,JEDDAH,SAUDI ARABIA,21.348000000000003,39.173
OEJN,KING ABDULAZIZ INTERNATIONAL,JEDDAH,SAUDI ARABIA,21.679000000000002,39.156
OEKK,KING KHALED MILITARY CITY,KING KHALID MIL.CITY,SAUDI ARABIA,27.901,45.528
OEMA,PRINCE MOHAMMAD BIN ABDULAZIZ,MADINAH,SAUDI ARABIA,24.553,39.705
OENG,NEJRAN,NEJRAN,SAUDI ARABIA,17.611,44.419
OEPA,QAISUMAH,HAFR AL-BATIN,SAUDI ARABIA,28.335,46.125
OEPC,PUMP STATION 3,PETROLINE 3,SAUDI ARABIA,25.174,47.488
OEPF,PUMP STATION 6,PETROLINE 6,SAUDI ARABIA,24.71,44.964
OEPJ,PUMP STATION 10,PETROLINE 10,SAUDI ARABIA,24.107,41.036
OERB,RABIGH,RABIGH,SAUDI ARABIA,22.703000000000003,39.07
OERF,RAFHA,RAFHA,SAUDI ARABIA,29.625999999999998,43.49100000000001
OERK,KING KHALED INTERNATIONAL,RIYADH,SAUDI ARABIA,24.956999999999997,46.699
OERM,RAS MISHAB,RASH MISHAB,SAUDI ARABIA,28.079,48.611000000000004
OERR,ARAR,ARAR,SAUDI ARABIA,30.906999999999996,41.138000000000005
OERT,RAS TANURA,RAS TANURA,SAUDI ARABIA,26.723000000000003,50.031000000000006
OESH,SHARURAH,SHARURAH,SAUDI ARABIA,17.467,47.121
OESK,AL JOUF,AL-JOUF,SAUDI ARABIA,29.785,40.1
OESL,SULAYEL,SULAYEL,SAUDI ARABIA,20.465,45.619
OETB,TABUK,TABUK,SAUDI ARABIA,28.365,36.619
OETF,TAIF,TAIF,SAUDI ARABIA,21.483,40.544000000000004
OETH,THUMAMAH,THUMAMAH,SAUDI ARABIA,25.214000000000002,46.641000000000005
OETN,RAS TANAJIB,RAS TANAJIB,SAUDI ARABIA,27.869,48.768
OETR,TURAIF,TURAIF,SAUDI ARABIA,31.691999999999997,38.731
OEWD,WADI AL DAWASIR,WADI-AL-DAWASIR,SAUDI ARABIA,20.504,45.199
OEWJ,WEJH,WEJH,SAUDI ARABIA,26.198,36.476
OEYN,YENBO,YENBO,SAUDI ARABIA,24.144000000000002,38.063
OIAA,ABADAN,ABADAN,IRAN,30.365,48.233000000000004
OIAD,DEZFUL,DEZFUL,IRAN,32.434,48.398
OIAG,AGHAJARI,AGHAJARI,IRAN,30.745,49.676
OIAH,GACHSARAN,GACHSARAN,IRAN,30.337,50.828
OIAI,SHAHID ASYAEE,MASJED SOLEIMAN,IRAN,32.001999999999995,49.271
OIAJ,OMIDIYEH,OMIDYEH,IRAN,30.835,49.535
OIAM,MAHSHAHR,BANDAR MAHSHAHR,IRAN,30.555999999999997,49.152
OIAW,AHWAZ,AHWAZ,IRAN,31.337,48.762
OIBA,ABUMUSA ISLAND,ABUMUSA I.,IRAN,25.875999999999998,55.033
OIBB,BUSHEHR,BUSHEHR,IRAN,28.945,50.833999999999996
OIBH,BASTAK,BASTAK,IRAN,27.212,54.318000000000005
OIBI,ASALOYEH,GOLBANDI,IRAN,27.484,52.618
OIBK,KISH ISLAND,KISH ISLAND,IRAN,26.526999999999997,53.982
OIBL,BANDAR LENGEH,BANDAR LENGEH,IRAN,26.531999999999996,54.821999999999996
OIBQ,KHARK ISLAND,KHARK ISLAND,IRAN,29.259,50.324
OIBS,SIRRI ISLAND,SIRI ISLAND,IRAN,25.909000000000002,54.538999999999994
OIBV,LAVAN ISLAND,LAVAN ISLAND,IRAN,26.81,53.356
OICC,SHAHID ASHRAFI ESFAHANI,BAKHTARAN,IRAN,34.346,47.156000000000006
OICD,ABDANAN,ABDANAN,IRAN,32.934,47.483000000000004
OICI,ILAM,ILAM,IRAN,33.586,46.405
OICK,KHORAM ABAD,KHORRAM ABAD,IRAN,33.436,48.286
OICS,SANANDAJ,SANANDAJ,IRAN,35.247,47.007
OIFE,HESA,DARAN,IRAN,32.929,51.56100000000001
OIFH,SHAHID VATAN POUR AIR BASE,ESFAHAN,IRAN,32.567,51.691
OIFM,ESFAHAN SHAHID BEHESHTI INTERNATIONAL,ESFAHAN,IRAN,32.751,51.861999999999995
OIFP,BADR AIR BASE,SEPAH,IRAN,32.621,51.696999999999996
OIGG,RASHT,RASHT,IRAN,37.325,49.606
OIHH,HAMADAN,HAMADAN,IRAN,34.868,48.552
OIHR,ARAK,ARAK,IRAN,34.14,49.848
OIID,DOSHAN TAPPEH,TEHERAN,IRAN,35.703,51.475
OIIG,GHALE MORGHI,TEHERAN,IRAN,35.645,51.381
OIII,MEHRABAD INTERNATIONAL,TEHERAN,IRAN,35.689,51.313
OIIK,GHAZVIN,GHAZVIN,IRAN,36.241,50.047
OIIS,SEMNAN,SEMNAN,IRAN,35.591,53.495
OIKB,BANDAR ABBASS INTERNATIONAL,BANDAR ABBAS,IRAN,27.218000000000004,56.378
OIKJ,JIROFT,JIROFT,IRAN,28.726999999999997,57.67
OIKK,KERMAN,KERMAN,IRAN,30.261,56.957
OIKM,BAM,BAM,IRAN,29.084,58.45
OIKP,HAVADARYA,BANDAR ABBAS,IRAN,27.158,56.172
OIKQ,DAYRESTAN,GHESHM I.,IRAN,26.755,55.902
OIKR,RAFSANJAN,RAFSANJAN,IRAN,30.298000000000002,56.052
OIKY,SIRJAN,SIRJAN,IRAN,29.551,55.672
OIMB,BIRJAND,BIRJAND,IRAN,32.896,59.276
OIMC,SARAKHS,SARAKHS,IRAN,36.501,61.065
OIMJ,SHAHROUD,EMAM SHAHR,IRAN,36.424,55.106
OIMN,BOJNORD,BOJNORD,IRAN,37.493,57.301
OIMT,TABAS,TABAS,IRAN,33.668,56.891999999999996
OIMX,SOGA,SHAHR ABAD,IRAN,37.628,56.173
OINE,KALALEH,KALALEH,IRAN,37.383,55.452
OING,GORGAN,GORGAN,IRAN,36.909,54.402
OINM,MAHMUDABAD,MAHMOOD ABAD,IRAN,34.169000000000004,51.318000000000005
OINN,NOSHAHR,NOSHAHR,IRAN,36.663000000000004,51.465
OINR,RAMSAR,RAMSAR,IRAN,36.91,50.678999999999995
OINZ,SARI DASHT E NAZ,DASHT-E-NAZ,IRAN,36.644,53.188
OISD,DARAB,DARAB,IRAN,28.721,54.441
OISF,FASA,FASA,IRAN,28.892,53.723
OISJ,JAHROM,JAHROM,IRAN,28.586,53.57899999999999
OISL,LAR,LAR,IRAN,27.674,54.381
OISO,ZARGAN,ZARGHAN,IRAN,29.754,52.693999999999996
OISR,LAMERD,LAMERD,IRAN,27.371,53.18899999999999
